orig.ident,nCount_RNA,nFeature_RNA
stim_treatment,4216,1221
stim_treatment,4406,1027
stim_treatment,810,396
stim_treatment,1395,526
stim_treatment,311,167
stim_treatment,1128,445
stim_treatment,1540,658
stim_treatment,338,187
stim_treatment,1409,522
stim_treatment,4016,905
stim_treatment,1324,563
stim_treatment,3410,870
stim_treatment,1985,580
stim_treatment,746,390
stim_treatment,949,547
stim_treatment,3471,1201
stim_treatment,2404,1074
stim_treatment,2916,959
stim_treatment,4871,1408
stim_treatment,1096,442
stim_treatment,1193,439
stim_treatment,2929,918
stim_treatment,1119,450
stim_treatment,2708,743
stim_treatment,1247,465
stim_treatment,1468,550
stim_treatment,330,231
stim_treatment,1106,499
stim_treatment,1773,688
stim_treatment,1069,483
stim_treatment,452,227
stim_treatment,1328,541
stim_treatment,8589,1966
stim_treatment,1339,508
stim_treatment,2925,738
stim_treatment,1225,545
stim_treatment,2440,629
stim_treatment,1543,438
stim_treatment,1515,669
stim_treatment,1126,558
stim_treatment,2498,725
stim_treatment,767,395
stim_treatment,1482,518
stim_treatment,1211,541
stim_treatment,1103,506
stim_treatment,575,263
stim_treatment,1598,663
stim_treatment,2605,754
stim_treatment,2922,871
stim_treatment,1228,575
stim_treatment,748,387
stim_treatment,1899,711
stim_treatment,2417,812
stim_treatment,867,448
stim_treatment,1481,557
stim_treatment,3607,506
stim_treatment,2669,1085
stim_treatment,2044,774
stim_treatment,1945,810
stim_treatment,1274,642
stim_treatment,747,337
stim_treatment,4910,1311
stim_treatment,1122,465
stim_treatment,948,470
stim_treatment,1279,578
stim_treatment,798,324
stim_treatment,985,480
stim_treatment,2259,715
stim_treatment,1623,492
stim_treatment,427,249
stim_treatment,3182,839
stim_treatment,2192,633
stim_treatment,1173,495
stim_treatment,4899,1206
stim_treatment,3506,886
stim_treatment,972,438
stim_treatment,2679,620
stim_treatment,328,198
stim_treatment,5832,1252
stim_treatment,1499,648
stim_treatment,1436,436
stim_treatment,861,296
stim_treatment,985,441
stim_treatment,1279,497
stim_treatment,5140,1450
stim_treatment,2346,761
stim_treatment,1179,595
stim_treatment,937,450
stim_treatment,2205,1008
stim_treatment,1331,529
stim_treatment,2774,894
stim_treatment,3359,847
stim_treatment,1040,460
stim_treatment,1486,516
stim_treatment,1308,540
stim_treatment,748,439
stim_treatment,1395,803
stim_treatment,1175,579
stim_treatment,1218,540
stim_treatment,1923,777
stim_treatment,1048,430
stim_treatment,2232,912
stim_treatment,3691,902
stim_treatment,1030,446
stim_treatment,3107,762
stim_treatment,884,384
stim_treatment,2355,625
stim_treatment,924,426
stim_treatment,2273,762
stim_treatment,1067,497
stim_treatment,885,481
stim_treatment,978,457
stim_treatment,3432,974
stim_treatment,2122,831
stim_treatment,1393,735
stim_treatment,4957,1337
stim_treatment,1003,476
stim_treatment,885,452
stim_treatment,481,264
stim_treatment,1054,561
stim_treatment,1276,479
stim_treatment,1862,679
stim_treatment,1299,517
stim_treatment,3747,941
stim_treatment,876,375
stim_treatment,1994,853
stim_treatment,1175,459
stim_treatment,3683,817
stim_treatment,3291,1007
stim_treatment,972,444
stim_treatment,1091,478
stim_treatment,906,336
stim_treatment,3457,1009
stim_treatment,812,359
stim_treatment,2914,730
stim_treatment,3227,829
stim_treatment,1310,512
stim_treatment,990,444
stim_treatment,2430,664
stim_treatment,3631,962
stim_treatment,967,398
stim_treatment,2501,681
stim_treatment,1602,530
stim_treatment,1289,574
stim_treatment,1805,618
stim_treatment,1039,411
stim_treatment,2390,650
stim_treatment,661,431
stim_treatment,1130,376
stim_treatment,2585,726
stim_treatment,3876,941
stim_treatment,1287,527
stim_treatment,3223,945
stim_treatment,2028,737
stim_treatment,3379,742
stim_treatment,1505,465
stim_treatment,221,136
stim_treatment,2604,841
stim_treatment,1465,542
stim_treatment,1663,622
stim_treatment,532,257
stim_treatment,1550,629
stim_treatment,2037,716
stim_treatment,1560,617
stim_treatment,2410,688
stim_treatment,1063,413
stim_treatment,1335,551
stim_treatment,1853,594
stim_treatment,502,246
stim_treatment,3049,823
stim_treatment,3494,1209
stim_treatment,668,332
stim_treatment,1203,479
stim_treatment,962,469
stim_treatment,2812,991
stim_treatment,3937,1116
stim_treatment,1175,464
stim_treatment,915,479
stim_treatment,647,347
stim_treatment,2317,607
stim_treatment,1459,570
stim_treatment,3285,1194
stim_treatment,2207,652
stim_treatment,960,484
stim_treatment,1673,568
stim_treatment,1191,447
stim_treatment,1424,563
stim_treatment,807,426
stim_treatment,4014,1228
stim_treatment,1062,523
stim_treatment,720,366
stim_treatment,1883,640
stim_treatment,895,324
stim_treatment,1193,506
stim_treatment,544,272
stim_treatment,1155,474
stim_treatment,3783,984
stim_treatment,614,234
stim_treatment,1381,580
stim_treatment,4049,1120
stim_treatment,423,261
stim_treatment,1903,841
stim_treatment,1076,347
stim_treatment,1942,646
stim_treatment,1140,441
stim_treatment,1344,531
stim_treatment,1629,606
stim_treatment,900,438
stim_treatment,1110,420
stim_treatment,1071,587
stim_treatment,1244,480
stim_treatment,852,434
stim_treatment,1467,539
stim_treatment,1523,655
stim_treatment,1279,554
stim_treatment,2519,1002
stim_treatment,2657,792
stim_treatment,1305,534
stim_treatment,2305,938
stim_treatment,977,447
stim_treatment,618,383
stim_treatment,1975,772
stim_treatment,1789,607
stim_treatment,4930,1044
stim_treatment,247,148
stim_treatment,1158,544
stim_treatment,796,300
stim_treatment,2127,946
stim_treatment,1539,610
stim_treatment,1012,387
stim_treatment,775,414
stim_treatment,1662,607
stim_treatment,2640,794
stim_treatment,1032,411
stim_treatment,1436,683
stim_treatment,2171,638
stim_treatment,1724,639
stim_treatment,3769,1004
stim_treatment,1032,479
stim_treatment,832,375
stim_treatment,1153,442
stim_treatment,1218,585
stim_treatment,1613,760
stim_treatment,163,106
stim_treatment,972,494
stim_treatment,1239,501
stim_treatment,1030,483
stim_treatment,2275,710
stim_treatment,1001,472
stim_treatment,3365,836
stim_treatment,4988,1148
stim_treatment,1152,530
stim_treatment,1122,509
stim_treatment,821,467
stim_treatment,863,516
stim_treatment,1120,444
stim_treatment,1768,661
stim_treatment,1358,467
stim_treatment,3440,935
stim_treatment,454,275
stim_treatment,2411,858
stim_treatment,2779,1120
stim_treatment,2843,905
stim_treatment,920,491
stim_treatment,914,461
stim_treatment,1192,454
stim_treatment,1264,503
stim_treatment,1048,419
stim_treatment,1199,500
stim_treatment,2833,687
stim_treatment,1648,738
stim_treatment,3073,784
stim_treatment,1230,418
stim_treatment,910,403
stim_treatment,2933,679
stim_treatment,3190,1314
stim_treatment,1269,551
stim_treatment,211,126
stim_treatment,1604,605
stim_treatment,1440,644
stim_treatment,2249,561
stim_treatment,1105,434
stim_treatment,950,431
stim_treatment,773,401
stim_treatment,1279,450
stim_treatment,1963,592
stim_treatment,2050,630
stim_treatment,2300,670
stim_treatment,1222,580
stim_treatment,406,226
stim_treatment,1684,599
stim_treatment,3788,1107
stim_treatment,1393,572
stim_treatment,2882,874
stim_treatment,555,349
stim_treatment,1547,571
stim_treatment,1083,561
stim_treatment,324,202
stim_treatment,1388,590
stim_treatment,1404,490
stim_treatment,483,252
stim_treatment,3988,1163
stim_treatment,1217,461
stim_treatment,2685,832
stim_treatment,763,404
stim_treatment,625,373
stim_treatment,1002,529
stim_treatment,1400,661
stim_treatment,846,505
stim_treatment,2041,821
stim_treatment,1220,440
stim_treatment,856,417
stim_treatment,995,474
stim_treatment,2705,854
stim_treatment,1027,483
stim_treatment,1299,588
stim_treatment,966,496
stim_treatment,1163,451
stim_treatment,1311,568
stim_treatment,1675,589
stim_treatment,276,119
stim_treatment,3128,765
stim_treatment,3262,918
stim_treatment,1385,500
stim_treatment,811,432
stim_treatment,1977,853
stim_treatment,1134,483
stim_treatment,1074,472
stim_treatment,4285,992
stim_treatment,1626,633
stim_treatment,1333,554
stim_treatment,567,295
stim_treatment,1287,464
stim_treatment,1856,664
stim_treatment,3725,980
stim_treatment,1320,485
stim_treatment,995,454
stim_treatment,1349,513
stim_treatment,4500,1181
stim_treatment,1796,586
stim_treatment,496,310
stim_treatment,1308,749
stim_treatment,1674,711
stim_treatment,2030,975
stim_treatment,1162,479
stim_treatment,1158,553
stim_treatment,901,403
stim_treatment,1144,461
stim_treatment,2720,888
stim_treatment,1851,675
stim_treatment,1964,721
stim_treatment,1011,452
stim_treatment,276,129
stim_treatment,2653,849
stim_treatment,1260,593
stim_treatment,3203,940
stim_treatment,1443,564
stim_treatment,829,347
stim_treatment,3690,1096
stim_treatment,1570,743
stim_treatment,1307,587
stim_treatment,1017,447
stim_treatment,1845,709
stim_treatment,1023,392
stim_treatment,438,264
stim_treatment,1139,540
stim_treatment,367,223
stim_treatment,1781,593
stim_treatment,4582,1094
stim_treatment,2118,883
stim_treatment,1508,550
stim_treatment,1387,564
stim_treatment,2391,824
stim_treatment,552,288
stim_treatment,2151,535
stim_treatment,1437,536
stim_treatment,2129,726
stim_treatment,617,361
stim_treatment,1154,499
stim_treatment,1658,651
stim_treatment,3438,888
stim_treatment,1995,612
stim_treatment,829,451
stim_treatment,2234,733
stim_treatment,1630,763
stim_treatment,793,405
stim_treatment,1613,632
stim_treatment,5122,1405
stim_treatment,1290,508
stim_treatment,1071,510
stim_treatment,720,371
stim_treatment,999,470
stim_treatment,2470,997
stim_treatment,4322,988
stim_treatment,415,211
stim_treatment,625,338
stim_treatment,3494,1309
stim_treatment,1415,585
stim_treatment,2607,592
stim_treatment,945,437
stim_treatment,173,116
stim_treatment,2901,938
stim_treatment,4835,544
stim_treatment,506,239
stim_treatment,173,112
stim_treatment,5277,1335
stim_treatment,2662,752
stim_treatment,875,402
stim_treatment,5112,1200
stim_treatment,1403,572
stim_treatment,3145,919
stim_treatment,1084,372
stim_treatment,3851,1109
stim_treatment,349,194
stim_treatment,617,359
stim_treatment,2086,783
stim_treatment,697,401
stim_treatment,2053,694
stim_treatment,1536,599
stim_treatment,1311,567
stim_treatment,536,260
stim_treatment,2084,794
stim_treatment,2080,594
stim_treatment,1849,585
stim_treatment,3486,883
stim_treatment,993,413
stim_treatment,926,481
stim_treatment,1402,507
stim_treatment,920,448
stim_treatment,2519,814
stim_treatment,2162,900
stim_treatment,752,422
stim_treatment,3988,1210
stim_treatment,3608,1004
stim_treatment,1342,514
stim_treatment,1176,525
stim_treatment,521,290
stim_treatment,4729,1200
stim_treatment,260,156
stim_treatment,1871,820
stim_treatment,3366,827
stim_treatment,1253,519
stim_treatment,1876,709
stim_treatment,1207,596
stim_treatment,791,415
stim_treatment,1381,549
stim_treatment,1202,510
stim_treatment,1762,785
stim_treatment,3595,826
stim_treatment,2145,660
stim_treatment,963,453
stim_treatment,602,258
stim_treatment,1166,593
stim_treatment,2970,722
stim_treatment,1338,588
stim_treatment,2506,897
stim_treatment,933,466
stim_treatment,5948,1468
stim_treatment,1517,546
stim_treatment,1388,557
stim_treatment,1282,676
stim_treatment,935,399
stim_treatment,704,373
stim_treatment,1504,580
stim_treatment,2400,1022
stim_treatment,1104,515
stim_treatment,2909,644
stim_treatment,1154,525
stim_treatment,1382,563
stim_treatment,420,248
stim_treatment,199,115
stim_treatment,3123,865
stim_treatment,4641,1018
stim_treatment,1273,523
stim_treatment,2329,803
stim_treatment,1105,435
stim_treatment,974,463
stim_treatment,266,151
stim_treatment,1549,546
stim_treatment,2767,853
stim_treatment,3444,800
stim_treatment,1411,526
stim_treatment,3765,1011
stim_treatment,1050,443
stim_treatment,1364,595
stim_treatment,1113,489
stim_treatment,1649,734
stim_treatment,2789,922
stim_treatment,1226,487
stim_treatment,1194,524
stim_treatment,988,494
stim_treatment,594,316
stim_treatment,2373,834
stim_treatment,1016,486
stim_treatment,2459,709
stim_treatment,1561,668
stim_treatment,1086,523
stim_treatment,1187,533
stim_treatment,3146,1087
stim_treatment,2990,1004
stim_treatment,903,501
stim_treatment,1522,710
stim_treatment,1561,577
stim_treatment,3752,1353
stim_treatment,937,450
stim_treatment,1547,462
stim_treatment,3753,1053
stim_treatment,952,456
stim_treatment,2117,670
stim_treatment,276,172
stim_treatment,723,385
stim_treatment,8268,1839
stim_treatment,972,523
stim_treatment,1490,645
stim_treatment,871,451
stim_treatment,674,322
stim_treatment,555,291
stim_treatment,1833,654
stim_treatment,670,329
stim_treatment,656,335
stim_treatment,3331,958
stim_treatment,1094,449
stim_treatment,2782,727
stim_treatment,1507,515
stim_treatment,1481,603
stim_treatment,2809,850
stim_treatment,4010,1239
stim_treatment,241,147
stim_treatment,868,432
stim_treatment,1088,481
stim_treatment,1087,513
stim_treatment,660,368
stim_treatment,1274,468
stim_treatment,2799,783
stim_treatment,1522,547
stim_treatment,225,157
stim_treatment,7992,1733
stim_treatment,4495,1284
stim_treatment,3623,1213
stim_treatment,1231,597
stim_treatment,2114,751
stim_treatment,3022,962
stim_treatment,1734,544
stim_treatment,1466,561
stim_treatment,1368,598
stim_treatment,715,385
stim_treatment,469,215
stim_treatment,3372,1029
stim_treatment,1322,540
stim_treatment,4051,1202
stim_treatment,1127,494
stim_treatment,726,355
stim_treatment,1060,497
stim_treatment,644,377
stim_treatment,3945,874
stim_treatment,895,455
stim_treatment,828,431
stim_treatment,1186,430
stim_treatment,1051,476
stim_treatment,158,102
stim_treatment,997,464
stim_treatment,1236,445
stim_treatment,1045,464
stim_treatment,675,348
stim_treatment,3308,1091
stim_treatment,3923,863
stim_treatment,1323,567
stim_treatment,255,135
stim_treatment,2705,943
stim_treatment,1280,424
stim_treatment,1669,608
stim_treatment,1099,538
stim_treatment,1027,545
stim_treatment,916,341
stim_treatment,1211,457
stim_treatment,782,391
stim_treatment,1180,529
stim_treatment,1238,430
stim_treatment,1931,749
stim_treatment,1126,490
stim_treatment,2157,649
stim_treatment,1694,567
stim_treatment,1500,563
stim_treatment,2824,1088
stim_treatment,1502,524
stim_treatment,417,242
stim_treatment,1090,558
stim_treatment,2122,772
stim_treatment,1011,440
stim_treatment,659,312
stim_treatment,2139,770
stim_treatment,707,392
stim_treatment,928,393
stim_treatment,2914,762
stim_treatment,2378,975
stim_treatment,2168,655
stim_treatment,634,341
stim_treatment,4326,1183
stim_treatment,920,445
stim_treatment,2322,726
stim_treatment,1689,738
stim_treatment,1066,500
stim_treatment,1081,464
stim_treatment,937,436
stim_treatment,352,200
stim_treatment,3914,1284
stim_treatment,1048,460
stim_treatment,1949,620
stim_treatment,2114,828
stim_treatment,1476,544
stim_treatment,1181,516
stim_treatment,2930,794
stim_treatment,4566,909
stim_treatment,1108,681
stim_treatment,2927,830
stim_treatment,1307,474
stim_treatment,218,129
stim_treatment,960,429
stim_treatment,1462,519
stim_treatment,2430,792
stim_treatment,1380,513
stim_treatment,1358,512
stim_treatment,2089,556
stim_treatment,3475,939
stim_treatment,2425,670
stim_treatment,1164,400
stim_treatment,2754,994
stim_treatment,2204,659
stim_treatment,193,122
stim_treatment,1239,586
stim_treatment,1430,485
stim_treatment,2396,849
stim_treatment,542,317
stim_treatment,1913,692
stim_treatment,445,241
stim_treatment,1509,442
stim_treatment,867,449
stim_treatment,965,482
stim_treatment,1080,556
stim_treatment,2218,616
stim_treatment,767,412
stim_treatment,3319,1042
stim_treatment,3386,812
stim_treatment,1268,538
stim_treatment,1726,551
stim_treatment,788,338
stim_treatment,1371,622
stim_treatment,2302,924
stim_treatment,2441,703
stim_treatment,823,417
stim_treatment,1346,546
stim_treatment,4584,1102
stim_treatment,875,375
stim_treatment,242,149
stim_treatment,1103,453
stim_treatment,2090,662
stim_treatment,658,349
stim_treatment,1420,515
stim_treatment,2062,624
stim_treatment,924,427
stim_treatment,2132,697
stim_treatment,5667,1224
stim_treatment,1008,430
stim_treatment,784,389
stim_treatment,1178,528
stim_treatment,1841,670
stim_treatment,2175,1045
stim_treatment,396,208
stim_treatment,1244,489
stim_treatment,1649,783
stim_treatment,993,386
stim_treatment,927,459
stim_treatment,1659,573
stim_treatment,1391,526
stim_treatment,1568,603
stim_treatment,1178,578
stim_treatment,3093,703
stim_treatment,1643,592
stim_treatment,1370,476
stim_treatment,1263,473
stim_treatment,1080,464
stim_treatment,5824,1311
stim_treatment,1528,553
stim_treatment,1288,503
stim_treatment,868,409
stim_treatment,2079,851
stim_treatment,1387,439
stim_treatment,352,218
stim_treatment,2057,880
stim_treatment,1085,472
stim_treatment,1663,746
stim_treatment,2741,826
stim_treatment,2499,824
stim_treatment,2183,731
stim_treatment,3038,930
stim_treatment,1281,573
stim_treatment,799,434
stim_treatment,1120,477
stim_treatment,337,207
stim_treatment,1039,465
stim_treatment,1635,495
stim_treatment,3128,1083
stim_treatment,1139,498
stim_treatment,2020,640
stim_treatment,1609,554
stim_treatment,1322,637
stim_treatment,2184,683
stim_treatment,2948,1012
